species_complete,vocal_learning,log_adult_weight,log_weaning_days,female_maturity_log,male_maturity_log,max_longevity,average_maturity_log,avg_maturity_per_longevity
mustela sibirica,no_info,6.336825731146441,4.0943445622221,,,2.174751721484161,,
neovison vison,no_info,6.829793737512425,3.8918202981106265,5.811140992976701,5.916202062607435,2.4336133554004498,5.863671527792068,2.4094507514022103
poecilogale albinucha,no_info,5.634789603169249,4.174387269895637,6.0844994130751715,,,6.0844994130751715,
pteronura brasiliensis,no_info,10.085809109330082,4.804021044733257,6.593044534142437,,2.8507065015037334,6.593044534142437,2.3127756332209715
taxidea taxus,no_info,8.987196820661973,4.02535169073515,5.209486152841421,6.089044875446846,3.2188758248682006,5.649265514144133,1.7550430092703084
vormela peregusna,no_info,6.296188085414615,3.4011973816621555,4.51085950651685,,2.174751721484161,4.51085950651685,2.074195165339798
nandinia binotata,no_info,7.549609165154532,4.1588830833596715,6.9985096422506015,6.9985096422506015,3.044522437723423,6.9985096422506015,2.2987216502446994
odobenus rosmarus,yes,13.82793307796283,6.593044534142437,7.4645098346365275,7.876638460975463,,7.670574147805995,
arctocephalus australis,no_info,11.608235644774552,6.018593214496234,6.9985096422506015,7.846198815497425,3.4210000089583352,7.422354228874013,2.1696446095988335
arctocephalus forsteri,no_info,10.915088464214607,5.814130531825066,7.509335266016592,7.509335266016592,,7.509335266016592,
arctocephalus galapagoensis,no_info,10.725467604939041,6.654152520183219,7.2868764117507,7.845024417241484,,7.565950414496092,
arctocephalus gazella,no_info,11.344506813345266,4.804021044733257,7.15305163493748,7.15305163493748,,7.15305163493748,
arctocephalus pusillus,no_info,11.756271563601945,5.869296913133774,7.151485463904735,7.404279118037268,3.4688560301359703,7.277882290971002,2.098064095985479
arctocephalus tropicalis,no_info,10.819778284410283,5.476463551931511,7.338888133838879,,,7.338888133838879,
callorhinus ursinus,no_info,12.016726473799254,4.672828834461906,6.9985096422506015,7.604396348796338,,7.301452995523469,
eumetopias jubatus,no_info,12.936033799212835,5.631211781821365,7.484368643286131,7.791522819150732,3.490428515390098,7.637945731218432,2.1882544500026233
neophoca cinerea,no_info,12.154779351142624,6.345636360828596,6.9985096422506015,7.692113339595466,3.1822118404966093,7.345311490923034,2.3082408900146447
otaria flavescens,no_info,12.24288661865289,5.8998973535824915,7.2868764117507,7.692113339595466,3.367295829986474,7.489494875673083,2.2241867818614462
phocarctos hookeri,no_info,12.14196070006293,5.3612921657094255,7.615791072035833,7.692113339595466,,7.653952205815649,
zalophus californianus,no_info,12.100712129872347,5.752572638825633,6.9985096422506015,7.509883061154913,3.5751506887855933,7.254196351702758,2.029060306313092
cystophora cristata,no_info,12.911642346088676,1.9459101490553132,6.9985096422506015,7.509883061154913,,7.254196351702758,
erignathus barbatus,no_info,12.829333698625952,3.332204510175204,7.445417556701687,7.706612913964197,,7.576015235332942,
halichoerus grypus,yes,12.498742259492994,2.9444389791664403,7.286191714702382,7.54274354536855,3.758871825933971,7.414467630035466,1.9725247290636692
histriophoca fasciata,no_info,11.407564949312402,3.2188758248682006,6.956545443151569,7.188412736496954,,7.072479089824261,
hydrurga leptonyx,no_info,12.815158638463684,3.4011973816621555,6.9985096422506015,7.2868764117507,,7.14269302700065,
leptonychotes weddellii,no_info,12.959844447906553,3.6888794541139363,7.21890970761906,7.403670290012373,,7.311289998815717,
lobodon carcinophaga,no_info,12.429216196844383,3.332204510175204,7.2868764117507,7.404279118037268,,7.345577764893983,
mirounga angustirostris,no_info,14.28551418721001,3.258096538021482,6.9985096422506015,7.509883061154913,,7.254196351702758,
mirounga leonina,yes,14.151982794585487,3.044522437723423,6.9650803456014065,7.509335266016592,,7.237207805809,
monachus monachus,no_info,12.524526376648708,3.7376696182833684,7.2868764117507,7.2868764117507,,7.2868764117507,
monachus schauinslandi,no_info,12.312682380588432,3.5553480614894135,7.509335266016592,,,7.509335266016592,
ommatophoca rossii,no_info,12.083905011555967,3.4011973816621555,6.9985096422506015,7.15305163493748,,7.075780638594041,
pagophilus groenlandicus,no_info,12.100712129872347,2.4849066497880004,7.400620577371135,7.509883061154913,,7.455251819263024,
phoca largha,no_info,11.350406535472453,3.1780538303479458,7.153833801578843,7.404279118037268,,7.279056459808055,
phoca vitulina,yes,11.652687407345388,3.4011973816621555,6.9985096422506015,7.286191714702382,3.8628327612373745,7.142350678476491,1.8489929851864968
pusa caspica,no_info,11.362102575235644,3.4011973816621555,7.605392364814935,7.692113339595466,,7.648752852205201,
pusa hispida,no_info,11.407564949312402,3.970291913552122,7.509883061154913,7.692113339595466,3.828641396489095,7.60099820037519,1.985299069102002
pusa sibirica,no_info,11.407564949312402,4.219507705176107,7.663407664893479,7.846589975291186,4.02535169073515,7.754998820092332,1.9265394469609778
bassaricyon alleni,no_info,7.118826249062078,,6.476972362889683,6.386879319362645,3.2268439945173775,6.431925841126164,1.9932559033081345
bassaricyon gabbii,no_info,7.118826249062078,,6.529418838262226,6.386879319362645,3.0819099697950434,6.458149078812435,2.0955021860167844
bassariscus astutus,no_info,6.922643891475888,3.7376696182833684,5.703782474656201,5.703782474656201,2.9444389791664403,5.703782474656201,1.9371372662207185
bassariscus sumichrasti,no_info,6.802394763324311,,5.703782474656201,5.703782474656201,3.1780538303479458,5.703782474656201,1.7947406743679128
nasua narica,no_info,8.229511118964457,4.844187086458591,6.568077911411976,6.568077911411976,3.2733640101522705,6.568077911411976,2.006522308866725
nasua nasua,no_info,8.465899897028686,4.454347296253507,6.593044534142437,6.593044534142437,3.1654750481410856,6.593044534142437,2.082797821456271
potos flavus,no_info,8.006367567650246,4.77912349311153,6.709304340258298,6.309918278226516,3.648057459593681,6.509611309242407,1.7844048185489505
procyon cancrivorus,no_info,8.743531633626967,,5.8998973535824915,5.8998973535824915,2.9444389791664403,5.8998973535824915,2.0037424430689783
procyon lotor,no_info,8.699514748210191,4.51085950651685,5.8998973535824915,5.8998973535824915,3.044522437723423,5.8998973535824915,1.9378728435301689
ailuropoda melanoleuca,no_info,11.67419361256635,,7.692569648067906,7.692569648067906,3.6054978451748854,7.692569648067906,2.133566563730612
helarctos malayanus,no_info,10.736396675471232,4.499809670330265,7.771488760117616,,3.580737295494233,7.771488760117616,2.1703599339434234
melursus ursinus,no_info,11.512925464970229,4.330733340286331,6.9985096422506015,6.9985096422506015,3.505557396986398,6.9985096422506015,1.9964042375306619
